date,stock,final_sentiment,news_count,sentiment_std,sentiment_x_news,sentiment_range,sentiment_lag1,sentiment_lag3,sentiment_roll3,sentiment_roll7,sentiment_momentum,net_sentiment_ratio
2017-02-15,ADANIPORTS,-0.08227036893367767,1,,-0.08227036893367767,0.0,,,,,,-0.9999990000010001
2017-03-07,ADANIPORTS,-0.47666382789611816,1,,-0.47666382789611816,0.0,-0.08227036893367767,,,,,-0.9999990000010001
2017-05-09,ADANIPORTS,1.1287829875946045,1,,1.1287829875946045,0.0,-0.47666382789611816,,,,,0.9999990000010001
2017-06-15,ADANIPORTS,0.8795254826545715,1,,0.8795254826545715,0.0,1.1287829875946045,-0.08227036893367767,0.18994959692160288,,1.2110533565282822,0.9999990000010001
2017-06-26,ADANIPORTS,1.6543680429458618,1,,1.6543680429458618,0.0,0.8795254826545715,-0.47666382789611816,0.5105482141176859,,1.3561893105506897,0.9999990000010001
2017-07-14,ADANIPORTS,0.12634789943695068,1,,0.12634789943695068,0.0,1.6543680429458618,1.1287829875946045,1.2208921710650127,,0.5255850553512573,0.9999990000010001
2017-08-14,ADANIPORTS,4.840958595275879,1,,4.840958595275879,0.0,0.12634789943695068,0.8795254826545715,0.886747141679128,,-0.7531775832176208,0.9999990000010001
2017-11-09,ADANIPORTS,1.0045887231826782,1,,1.0045887231826782,0.0,4.840958595275879,1.6543680429458618,2.2072248458862305,1.1530069730111532,3.186590552330017,0.9999990000010001
2017-11-15,ADANIPORTS,0.6901733875274658,1,,0.6901733875274658,0.0,1.0045887231826782,0.12634789943695068,1.9906317392985027,1.308272557599204,0.8782408237457275,0.9999990000010001
2018-01-23,ADANIPORTS,1.1710923910140991,1,,1.1710923910140991,0.0,0.6901733875274658,4.840958595275879,2.178573568662008,1.4749635883740015,-4.150785207748413,0.9999990000010001
2018-03-22,ADANIPORTS,1.2816914319992065,1,,1.2816914319992065,0.0,1.1710923910140991,1.0045887231826782,0.955284833908081,1.4810077888625008,0.1665036678314209,0.9999990000010001
2018-04-09,ADANIPORTS,1.7010170221328735,1,,1.7010170221328735,0.0,1.2816914319992065,0.6901733875274658,1.0476524035135906,1.538460067340306,0.5915180444717407,0.9999990000010001
2018-04-17,ADANIPORTS,-1.6165261268615723,1,,-1.6165261268615723,0.0,1.7010170221328735,1.1710923910140991,1.384600281715393,1.5451242072241647,0.5299246311187744,-0.9999990000010001
2018-05-03,ADANIPORTS,1.7425532341003418,1,,1.7425532341003418,0.0,-1.6165261268615723,1.2816914319992065,0.45539410909016925,1.2961422034672327,-2.898217558860779,0.9999990000010001
2018-05-04,ADANIPORTS,5.249940991401672,1,,5.249940991401672,0.0,1.7425532341003418,1.7010170221328735,0.6090147097905477,0.8535128661564418,0.04153621196746826,0.9999990000010001
2018-07-03,ADANIPORTS,1.4628080129623413,1,,1.4628080129623413,0.0,5.249940991401672,-1.6165261268615723,1.7919893662134807,1.459991761616298,6.866467118263245,0.9999990000010001
2018-08-07,ADANIPORTS,8.354148864746094,1,,8.354148864746094,0.0,1.4628080129623413,1.7425532341003418,2.8184340794881186,1.5703681366784232,-0.2797452211380005,0.9999990000010001
2018-10-23,ADANIPORTS,-0.1606876105070114,1,,-0.1606876105070114,0.0,8.354148864746094,5.249940991401672,5.022299289703369,2.5965190614972795,3.1042078733444214,-0.9999990000010001
2018-11-28,ADANIPORTS,1.4940682649612427,1,,1.4940682649612427,0.0,-0.1606876105070114,1.4628080129623413,3.2187564224004745,2.3904649125678197,-1.6234956234693527,0.9999990000010001
2019-01-03,ADANIPORTS,1.1715517044067383,1,,1.1715517044067383,0.0,1.4940682649612427,8.354148864746094,3.2291765064001083,2.360900804400444,-6.860080599784851,0.9999990000010001
2019-03-29,ADANIPORTS,1.728811502456665,1,,1.728811502456665,0.0,1.1715517044067383,-0.1606876105070114,0.8349774529536566,2.759197637438774,1.3322393149137497,0.9999990000010001
2019-04-01,ADANIPORTS,-7.546809911727905,1,,-7.546809911727905,0.0,1.728811502456665,1.4940682649612427,1.4648104906082153,2.757234532918249,0.23474323749542236,-0.9999990000010001
2019-05-15,ADANIPORTS,0.9736763834953308,1,,0.9736763834953308,0.0,-7.546809911727905,1.1715517044067383,-1.5488155682881672,0.9291272610425949,-8.718361616134644,0.9999990000010001
2019-06-06,ADANIPORTS,5.379171967506409,1,,5.379171967506409,0.0,0.9736763834953308,1.728811502456665,-1.6147740085919697,0.8592513139758792,-0.7551351189613342,0.9999990000010001
2019-08-07,ADANIPORTS,-4.5260180830955505,2,3.9866903782516605,-9.052036166191101,5.638031601905823,5.379171967506409,-7.546809911727905,-0.3979871869087219,0.43425461437020985,12.925981879234314,-0.99999950000025
2019-08-13,ADANIPORTS,-1.487610101699829,1,,-1.487610101699829,0.0,-4.5260180830955505,0.9736763834953308,0.6089434226353964,-0.18936402457101004,-5.499694466590881,-0.9999990000010001
